sentiment,emotion,urgency,topic,risk_indicator,customer_id
Neutral,Confusion,0.6,Technical Support,False,1197
Negative,Frustration,0.7,Technical Support,True,1198
Neutral,Confusion,0.5,Service Information,False,1199
Positive,Gratitude,1.0,Service Information,False,1200
Positive,Satisfaction,0.3,Service Information,False,1201
Neutral,Confusion,0.6,Technical Support,False,1202
Negative,Frustration,0.8,Complaint,True,1203
Neutral,Confusion,0.5,Service Information,False,1204
Negative,Frustration,0.8,Complaint,True,1205
Positive,Satisfaction,0.7,Service Information,False,1206
Neutral,Confusion,0.6,Technical Support,False,1207
Neutral,Confusion,0.4,Service Information,False,1208
Positive,Satisfaction,0.2,Service Information,False,1209
Positive,Gratitude,0.0,Service Information,False,1210
Neutral,Confusion,0.5,Technical Support,False,1211
Positive,Satisfaction,0.1,Service Information,False,1212
Neutral,Neutral,0.5,Billing,False,1213
Negative,Confusion,0.4,Service Information,False,1214
Neutral,Confusion,0.6,Technical Support,False,1215
Neutral,Confusion,0.6,Service Information,False,1216
Negative,Frustration,0.8,Complaint,True,1217
Neutral,Confusion,0.6,Technical Support,False,1218
Negative,Frustration,0.8,Complaint,True,1219
Neutral,Neutral,0.5,Billing,False,1220
Positive,Satisfaction,0.5,Service Information,False,1221
Neutral,Confusion,0.6,Technical Support,False,1222
Negative,Frustration,0.8,Complaint,False,1223
Negative,Frustration,0.8,Complaint,True,1224
Positive,Satisfaction,0.0,Service Information,False,1225
Neutral,Confusion,0.8,Service Information,False,1226
Neutral,Confusion,0.7,Technical Support,False,1227
Neutral,Confusion,0.6,Technical Support,False,1228
Positive,Gratitude,0.0,Service Information,False,1229
Negative,Frustration,0.6,Complaint,True,1230
Neutral,Confusion,0.6,Technical Support,False,1231
Positive,Neutral,0.5,Service Information,False,1232
Positive,Satisfaction,0.5,Service Information,False,1233
Positive,Satisfaction,0.7,Technical Support,False,1234
Negative,Frustration,0.9,Complaint,True,1235
Negative,Frustration,0.9,Complaint,True,1236
Positive,Satisfaction,0.2,Service Information,False,1237
Neutral,Confusion,0.7,Service Information,False,1238
Neutral,Confusion,0.6,Service Information,False,1239
Positive,Gratitude,0.5,Service Information,False,1240
Positive,Satisfaction,0.1,Service Information,False,1241
Neutral,Neutral,0.5,Service Information,False,1242
Neutral,Confusion,0.6,Technical Support,False,1243
Neutral,Confusion,0.6,Service Information,False,1244
Neutral,Confusion,0.6,Technical Support,False,1245
Neutral,Confusion,0.8,Service Information,True,1246
Neutral,Neutral,0.5,Technical Support,False,1247
Negative,Frustration,0.8,Technical Support,True,1248
Neutral,Confusion,0.7,Service Information,False,1249
Negative,Frustration,0.8,Complaint,True,1250
Positive,Satisfaction,0.3,Service Information,False,1251
Negative,Confusion,0.7,Complaint,True,1252
Positive,Satisfaction,0.7,Service Information,False,1253
Positive,Satisfaction,0.5,Service Information,False,1254
Positive,Satisfaction,0.3,Service Information,False,1255
Neutral,Confusion,0.6,Technical Support,False,1256
Neutral,Confusion,0.6,Technical Support,False,1257
Neutral,Frustration,0.6,Service Information,False,1258
Negative,Frustration,0.8,Complaint,False,1259
Neutral,Confusion,0.7,Service Information,False,1260
Positive,Satisfaction,0.7,Service Information,False,1261
Neutral,Confusion,0.8,Complaint,True,1262
Negative,Frustration,0.8,Complaint,True,1263
Positive,Satisfaction,0.3,Service Information,False,1264
Neutral,Confusion,0.6,Service Information,False,1265
Positive,Gratitude,0.0,Service Information,False,1266
Neutral,Neutral,0.5,Technical Support,False,1267
Neutral,Confusion,0.7,Service Information,False,1268
Neutral,Confusion,0.6,Technical Support,False,1269
Neutral,Confusion,0.7,Service Information,False,1270
Negative,Frustration,0.9,Service Information,False,1271
Neutral,Confusion,0.6,Technical Support,False,1272
Neutral,Confusion,0.7,Service Information,False,1273
Neutral,Confusion,0.7,Technical Support,False,1274
Neutral,Confusion,0.7,Technical Support,False,1275
Positive,Satisfaction,0.5,Service Information,False,1276
Positive,Gratitude,0.3,Service Information,False,1277
Neutral,Frustration,0.7,Service Information,False,1278
Negative,Frustration,0.7,Technical Support,False,1279
Neutral,Confusion,0.7,Billing,False,1280
Positive,Neutral,0.2,Service Information,False,1281
Neutral,Confusion,0.6,Technical Support,False,1282
Negative,Frustration,0.8,Complaint,True,1283
Negative,Frustration,0.7,Billing,False,1284
Neutral,Confusion,0.6,Technical Support,False,1285
Positive,Satisfaction,0.1,Service Information,False,1286
Positive,Gratitude,0.3,Service Information,False,1287
Neutral,Confusion,0.7,Technical Support,False,1288
Negative,Frustration,0.8,Complaint,True,1289
Neutral,Confusion,0.8,Technical Support,True,1290
Positive,Neutral,0.7,Service Information,False,1291
Positive,Satisfaction,0.8,Service Information,False,1292
Neutral,Neutral,0.5,Service Information,False,1293
Neutral,Confusion,0.6,Technical Support,False,1294
Neutral,Neutral,0.5,Complaint,True,1295
Neutral,Neutral,0.5,Technical Support,False,1296
Neutral,Confusion,0.6,Technical Support,False,1297
Neutral,Confusion,0.6,Service Information,False,1298
Negative,Frustration,0.9,Complaint,True,1299
Neutral,Confusion,0.6,Technical Support,False,1300
Positive,Satisfaction,0.0,Service Information,False,1301
Neutral,Confusion,0.6,Technical Support,False,1302
Neutral,Frustration,0.8,Service Information,False,1303
Neutral,Confusion,0.6,Technical Support,False,1304
Positive,Satisfaction,0.2,Service Information,False,1305
Neutral,Confusion,0.6,Service Information,False,1306
Negative,Confusion,0.8,Service Information,False,1307
Neutral,Confusion,0.6,Service Information,False,1308
Positive,Neutral,0.7,Service Information,False,1309
Negative,Anger,0.9,Complaint,True,1310
Neutral,Neutral,0.5,Technical Support,False,1311
Positive,Satisfaction,0.4,Service Information,False,1312
Neutral,Neutral,0.5,Service Information,False,1313
Positive,Satisfaction,0.3,Service Information,False,1314
Positive,Neutral,0.5,Service Information,False,1315
Positive,Satisfaction,0.5,Service Information,False,1316
Positive,Satisfaction,0.5,Service Information,False,1317
Neutral,Confusion,0.7,Service Information,False,1318
Neutral,Confusion,0.6,Technical Support,False,1319
Positive,Gratitude,0.2,Service Information,False,1320
Neutral,Confusion,0.6,Technical Support,False,1321
Positive,Satisfaction,0.3,Service Information,False,1322
Neutral,Confusion,0.5,Service Information,False,1323
Neutral,Confusion,0.6,Technical Support,False,1324
Neutral,Confusion,0.5,Technical Support,False,1325
Neutral,Confusion,0.7,Technical Support,False,1326
Positive,Neutral,0.5,Service Information,False,1327
Neutral,Confusion,0.7,Service Information,False,1328
Positive,Satisfaction,0.5,Service Information,False,1329
Neutral,Confusion,0.6,Technical Support,False,1330
Neutral,Confusion,0.5,Service Information,False,1331
Neutral,Confusion,0.7,Technical Support,False,1332
Neutral,Confusion,0.7,Service Information,False,1333
Neutral,Confusion,0.6,Technical Support,False,1334
Positive,Satisfaction,0.5,Service Information,False,1335
Positive,Gratitude,0.7,Service Information,False,1336
Neutral,Confusion,0.6,Technical Support,False,1337
Neutral,Neutral,0.3,Technical Support,False,1338
Positive,Gratitude,0.2,Service Information,False,1339
Neutral,Confusion,0.7,Technical Support,False,1340
Positive,Gratitude,0.3,Service Information,False,1341
Positive,Satisfaction,0.7,Service Information,False,1342
Negative,Frustration,0.7,Service Information,True,1343
Positive,Satisfaction,0.2,Service Information,False,1344
Positive,Satisfaction,0.5,Service Information,False,1345
Positive,Gratitude,0.0,Service Information,False,1346
Neutral,Confusion,0.6,Technical Support,False,1347
Positive,Satisfaction,0.8,Service Information,False,1348
Negative,Frustration,0.7,Complaint,True,1349
Positive,Satisfaction,0.7,Service Information,False,1350
Neutral,Confusion,0.8,Service Information,False,1351
Neutral,Confusion,0.6,Service Information,False,1352
Neutral,Neutral,0.5,Service Information,False,1353
Positive,Satisfaction,0.8,Service Information,False,1354
Positive,Satisfaction,0.3,Service Information,False,1355
Neutral,Neutral,0.5,Technical Support,False,1356
Neutral,Frustration,0.8,Service Information,True,1357
Positive,Neutral,0.7,Complaint,True,1358
Positive,Satisfaction,0.7,Service Information,False,1359
Negative,Frustration,0.8,Complaint,True,1360
Neutral,Confusion,0.5,Service Information,False,1361
Neutral,Confusion,0.6,Technical Support,False,1362
Positive,Confusion,0.7,Service Information,False,1363
Positive,Confusion,0.6,Service Information,False,1364
Neutral,Confusion,0.5,Service Information,False,1365
Positive,Satisfaction,0.3,Service Information,False,1366
Positive,Gratitude,0.1,Service Information,False,1367
Negative,Frustration,0.8,Complaint,True,1368
Positive,Satisfaction,0.2,Service Information,False,1369
Positive,Satisfaction,0.3,Service Information,False,1370
Negative,Frustration,0.8,Complaint,True,1371
Positive,Gratitude,0.0,Service Information,False,1372
Positive,Satisfaction,0.4,Service Information,False,1373
Neutral,Confusion,0.5,Service Information,False,1374
Negative,Frustration,0.8,Complaint,True,1375
Neutral,Frustration,0.7,Service Information,False,1376
Neutral,Confusion,0.6,Service Information,False,1377
Negative,Frustration,0.8,Complaint,False,1378
Positive,Satisfaction,0.7,Service Information,False,1379
Positive,Satisfaction,0.3,Service Information,False,1380
Neutral,Frustration,0.8,Technical Support,False,1381
Neutral,Confusion,0.6,Service Information,False,1382
Neutral,Confusion,0.7,Technical Support,False,1383
Positive,Confusion,0.6,Service Information,False,1384
Neutral,Confusion,0.3,Service Information,False,1385
Neutral,Neutral,0.5,Technical Support,False,1386
Positive,Satisfaction,0.2,Billing,False,1387
Neutral,Confusion,0.7,Service Information,False,1388
Negative,Frustration,0.6,Complaint,False,1389
Positive,Satisfaction,0.7,Service Information,False,1390
Neutral,Neutral,0.4,Billing,False,1391
Neutral,Confusion,0.7,Technical Support,False,1392
Neutral,Confusion,0.7,Service Information,False,1393
Negative,Frustration,0.8,Technical Support,True,1394
Negative,Frustration,0.9,Complaint,True,1395
Positive,Satisfaction,0.5,Service Information,False,1396
Neutral,Confusion,0.7,Technical Support,False,1397
Neutral,Satisfaction,0.6,Complaint,False,1398
Neutral,Confusion,0.5,Service Information,False,1399
Neutral,Confusion,0.6,Technical Support,False,1400
Negative,Frustration,0.8,Complaint,True,1401
Negative,Frustration,0.8,Complaint,True,1402
Positive,Satisfaction,0.2,Service Information,False,1403
Positive,Neutral,0.5,Service Information,False,1404
Positive,Satisfaction,0.5,Service Information,False,1405
Negative,Frustration,0.7,Complaint,True,1406
Neutral,Confusion,0.6,Technical Support,False,1407
Positive,Neutral,0.6,Service Information,False,1408
Neutral,Confusion,0.6,Service Information,False,1409
Negative,Frustration,0.8,Complaint,True,1410
Positive,Satisfaction,0.6,Service Information,False,1411
Neutral,Confusion,0.7,Technical Support,False,1412
Neutral,Confusion,0.2,Service Information,False,1413
Positive,Gratitude,0.0,Service Information,False,1414
Negative,Frustration,0.7,Complaint,True,1415
Positive,Satisfaction,0.3,Service Information,False,1416
Positive,Neutral,0.714285714,Service Information,False,1417
Positive,Satisfaction,0.6,Service Information,False,1418
Positive,Satisfaction,0.3,Service Information,False,1419
Neutral,Confusion,0.5,Technical Support,False,1420
Positive,Satisfaction,0.3,Service Information,False,1421
Positive,Gratitude,0.0,Service Information,False,1422
Neutral,Confusion,0.5,Service Information,False,1423
Negative,Anger,0.8,Complaint,True,1424
Negative,Frustration,0.8,Technical Support,True,1425
Negative,Frustration,0.8,Complaint,True,1426
Neutral,Confusion,0.7,Service Information,False,1427
Neutral,Confusion,0.6,Technical Support,False,1428
Neutral,Confusion,0.7,Service Information,False,1429
Neutral,Confusion,0.6,Service Information,False,1430
Positive,Satisfaction,0.5,Service Information,False,1431
Positive,Satisfaction,0.0,Service Information,False,1432
Neutral,Confusion,0.7,Technical Support,False,1433
Negative,Frustration,0.8,Complaint,True,1434
Positive,Satisfaction,0.5,Service Information,False,1435
Positive,Satisfaction,0.5,Service Information,False,1436
Neutral,Confusion,0.6,Technical Support,False,1437
Neutral,Confusion,0.7,Service Information,False,1438
Negative,Frustration,0.8,Complaint,True,1439
Positive,Gratitude,0.1,Service Information,False,1440
Neutral,Gratitude,0.3,Service Information,False,1441
Neutral,Confusion,0.7,Service Information,False,1442
Negative,Frustration,0.8,Complaint,True,1443
Neutral,Confusion,0.6,Technical Support,False,1444
Neutral,Confusion,0.5,Service Information,False,1445
Negative,Frustration,0.8,Complaint,True,1446
Positive,Gratitude,0.3,Service Information,False,1447
Negative,Frustration,0.9,Complaint,True,1448
Neutral,Confusion,0.6,Technical Support,False,1449
Negative,Frustration,0.8,Complaint,True,1450
Positive,Satisfaction,0.3,Service Information,False,1451
Negative,Frustration,0.7,Complaint,False,1452
Positive,Satisfaction,0.0,Service Information,False,1453
Neutral,Neutral,0.5,Billing,False,1454
Neutral,Neutral,0.5,Service Information,False,1455
Neutral,Frustration,0.8,Service Information,False,1456
Neutral,Neutral,0.5,Technical Support,False,1457
Negative,Frustration,0.8,Service Information,False,1458
Neutral,Neutral,0.5,Technical Support,False,1459
Neutral,Confusion,0.6,Service Information,False,1460
Negative,Frustration,0.6,Service Information,False,1461
Neutral,Confusion,0.6,Technical Support,False,1462
Neutral,Confusion,0.8,Service Information,False,1463
Positive,Gratitude,0.3,Service Information,False,1464
Positive,Neutral,0.6,Service Information,False,1465
Positive,Satisfaction,0.3,Service Information,False,1466
Neutral,Confusion,0.7,Service Information,False,1467
Negative,Frustration,0.8,Technical Support,True,1468
Negative,Frustration,0.9,Complaint,False,1469
Positive,Satisfaction,0.3,Service Information,False,1470
Neutral,Confusion,0.7,Technical Support,False,1471
Positive,Satisfaction,0.2,Service Information,False,1472
Positive,Satisfaction,0.3,Service Information,False,1473
Positive,Confusion,0.8,Service Information,False,1474
Negative,Frustration,0.8,Complaint,True,1475
Neutral,Confusion,0.5,Service Information,False,1476
Positive,Satisfaction,0.5,Service Information,False,1477
Neutral,Neutral,0.5,Service Information,False,1478
Negative,Frustration,0.7,Complaint,True,1479
Negative,Frustration,0.8,Complaint,True,1480
Negative,Frustration,0.8,Complaint,True,1481
Negative,Frustration,0.8,Complaint,True,1482
Negative,Frustration,0.8,Complaint,True,1483
Neutral,Neutral,0.5,Service Information,False,1484
Neutral,Frustration,0.8,Service Information,False,1485
Neutral,Neutral,0.5,Technical Support,False,1486
Negative,Frustration,0.8,Complaint,True,1487
Negative,Frustration,0.8,Technical Support,True,1488
Neutral,Confusion,0.6,Service Information,False,1489
Positive,Satisfaction,0.5,Service Information,False,1490
Neutral,Confusion,0.7,Technical Support,False,1491
Positive,Gratitude,0.2,Service Information,False,1492
Negative,Frustration,0.7,Service Information,False,1493
Neutral,Confusion,0.6,Technical Support,False,1494
Positive,Satisfaction,0.3,Service Information,False,1495
Neutral,Confusion,0.6,Technical Support,False,1496
Positive,Satisfaction,0.3,Service Information,False,1497
Negative,Frustration,0.9,Complaint,True,1498
Negative,Frustration,0.8,Complaint,True,1499
Neutral,Neutral,0.5,Technical Support,False,1500
Positive,Satisfaction,0.2,Service Information,False,1501
Negative,Frustration,0.7,Technical Support,True,1502
Positive,Satisfaction,1.0,Service Information,False,1503
Negative,Frustration,0.7,Service Information,False,1504
Neutral,Confusion,0.6,Technical Support,False,1505
Positive,Satisfaction,0.5,Service Information,False,1506
Neutral,Neutral,0.5,Complaint,False,1507
Negative,Frustration,0.8,Complaint,True,1508
Positive,Neutral,0.3,Service Information,False,1509
Neutral,Confusion,0.3,Service Information,False,1510
Positive,Satisfaction,0.6,Service Information,False,1511
Positive,Satisfaction,0.7,Service Information,False,1512
Neutral,Neutral,0.5,Billing,False,1513
Positive,Gratitude,0.2,Service Information,False,1514
Positive,Satisfaction,0.6,Service Information,False,1515
Neutral,Confusion,0.6,Technical Support,False,1516
Neutral,Confusion,0.7,Complaint,False,1517
Positive,Satisfaction,0.3,Service Information,False,1518
Neutral,Confusion,0.6,Technical Support,False,1519
Neutral,Confusion,0.7,Technical Support,False,1520
Positive,Satisfaction,0.5,Service Information,False,1521
Positive,Neutral,0.5,Service Information,False,1522
Neutral,Neutral,0.5,Technical Support,False,1523
Positive,Satisfaction,0.3,Service Information,False,1524
Negative,Frustration,0.7,Complaint,True,1525
Negative,Confusion,0.7,Service Information,True,1526
Positive,Gratitude,0.3,Service Information,False,1527
Positive,Neutral,0.5,Service Information,False,1528
Neutral,Confusion,0.6,Technical Support,False,1529
Positive,Neutral,0.2,Service Information,False,1530
Negative,Frustration,0.7,Complaint,True,1531
Neutral,Confusion,0.5,Technical Support,False,1532
Neutral,Frustration,0.7,Service Information,False,1533
Positive,Satisfaction,0.5,Service Information,False,1534
Neutral,Confusion,0.7,Service Information,False,1535
Positive,Satisfaction,0.3,Service Information,False,1536
Neutral,Neutral,0.5,Billing,False,1537
Neutral,Neutral,0.5,Technical Support,False,1538
Neutral,Confusion,0.5,Service Information,False,1539
Positive,Gratitude,0.3,Service Information,False,1540
Positive,Gratitude,0.2,Service Information,False,1541
Neutral,Confusion,0.7,Service Information,False,1542
Neutral,Confusion,0.6,Billing,False,1543
Neutral,Confusion,0.6,Technical Support,False,1544
Positive,Satisfaction,0.4,Service Information,False,1545
Positive,Neutral,0.5,Service Information,False,1546
Neutral,Confusion,0.7,Service Information,False,1547
Negative,Frustration,1.0,Complaint,True,1548
Neutral,Confusion,0.7,Service Information,False,1549
Neutral,Confusion,0.6,Technical Support,False,1550
Positive,Gratitude,0.3,Service Information,False,1551
Neutral,Confusion,0.7,Service Information,False,1552
Positive,Satisfaction,0.2,Technical Support,False,1553
Neutral,Confusion,0.6,Technical Support,False,1554
Neutral,Confusion,0.5,Service Information,False,1555
Neutral,Confusion,0.6,Technical Support,False,1556
Neutral,Neutral,0.3,Service Information,False,1557
Positive,Satisfaction,0.2,Technical Support,False,1558
Neutral,Confusion,0.6,Technical Support,False,1559
Negative,Frustration,0.7,Complaint,True,1560
Positive,Satisfaction,0.5,Service Information,False,1561
Negative,Frustration,0.9,Complaint,True,1562
Positive,Satisfaction,0.0,Service Information,False,1563
Positive,Satisfaction,0.3,Service Information,False,1564
Positive,Satisfaction,0.7,Service Information,False,1565
Neutral,Confusion,0.6,Service Information,False,1566
Neutral,Confusion,0.6,Technical Support,False,1567
Neutral,Neutral,0.5,Billing,False,1568
Negative,Frustration,0.8,Complaint,True,1569
Neutral,Confusion,0.6,Technical Support,False,1570
Positive,Satisfaction,0.4,Service Information,False,1571
Positive,Satisfaction,0.7,Service Information,False,1572
Negative,Frustration,0.6,Service Information,False,1573
Negative,Frustration,0.8,Billing,True,1574
Positive,Satisfaction,0.2,Service Information,False,1575
Positive,Satisfaction,0.2,Service Information,False,1576
Neutral,Confusion,0.6,Technical Support,False,1577
Neutral,Confusion,0.7,Service Information,False,1578
Neutral,Confusion,0.7,Technical Support,False,1579
Neutral,Frustration,0.7,Service Information,False,1580
Positive,Gratitude,0.7,Service Information,False,1581
Neutral,Satisfaction,0.7,Complaint,True,1582
Negative,Frustration,1.0,Complaint,True,1583
Negative,Frustration,1.0,Complaint,True,1584
Neutral,Confusion,0.7,Service Information,False,1585
Neutral,Neutral,0.5,Technical Support,False,1586
Negative,Frustration,0.8,Complaint,True,1587
Positive,Gratitude,0.3,Service Information,False,1588
Neutral,Frustration,0.7,Complaint,False,1589
Negative,Frustration,0.8,Complaint,False,1590
Neutral,Confusion,0.7,Service Information,False,1591
Negative,Frustration,0.8,Service Information,True,1592
Positive,Satisfaction,0.6,Service Information,False,1593
Negative,Frustration,0.6,Complaint,False,1594
Neutral,Neutral,0.0,Service Information,False,1595
Positive,Satisfaction,0.3,Service Information,False,1596
Positive,Satisfaction,0.3,Service Information,False,1597
Positive,Neutral,0.6,Service Information,False,1598
Positive,Neutral,0.6,Service Information,False,1599
Positive,Satisfaction,0.3,Service Information,False,1600
Neutral,Neutral,0.5,Technical Support,False,1601
Negative,Frustration,0.8,Complaint,False,1602
Neutral,Confusion,0.6,Service Information,False,1603
Positive,Gratitude,0.5,Service Information,False,1604
Neutral,Confusion,0.6,Service Information,False,1605
Neutral,Confusion,0.6,Technical Support,False,1606
Positive,Satisfaction,0.7,Service Information,False,1607
Neutral,Confusion,0.6,Technical Support,False,1608
Negative,Frustration,0.8,Complaint,True,1609
Positive,Satisfaction,0.6,Technical Support,False,1610
Neutral,Gratitude,0.6,Complaint,True,1611
Negative,Frustration,0.4,Service Information,False,1612
Positive,Satisfaction,0.5,Billing,False,1613
Neutral,Neutral,0.6,Service Information,False,1614
Positive,Satisfaction,0.5,Service Information,False,1615
Neutral,Confusion,0.5,Service Information,False,1616
Positive,Neutral,0.6,Service Information,False,1617
Positive,Satisfaction,0.3,Service Information,False,1618
Positive,Gratitude,0.6,Service Information,False,1619
Negative,Frustration,0.9,Complaint,True,1620
Neutral,Confusion,0.6,Technical Support,False,1621
Neutral,Confusion,0.6,Technical Support,False,1622
Neutral,Confusion,0.6,Service Information,False,1623
Positive,Gratitude,0.6,Service Information,False,1624
Neutral,Confusion,0.7,Technical Support,False,1625
Neutral,Confusion,0.6,Technical Support,False,1626
Positive,Satisfaction,0.7,Service Information,False,1627
Neutral,Confusion,0.7,Service Information,False,1628
Negative,Confusion,0.7,Service Information,False,1629
Neutral,Confusion,0.6,Technical Support,False,1630
Positive,Satisfaction,0.3,Service Information,False,1631
Neutral,Confusion,0.7,Service Information,False,1632
Neutral,Confusion,0.6,Service Information,False,1633
Positive,Satisfaction,0.4,Service Information,False,1634
Negative,Frustration,0.7,Technical Support,False,1635
Neutral,Confusion,0.6,Technical Support,False,1636
Neutral,Confusion,0.6,Technical Support,False,1637
Neutral,Confusion,0.3,Service Information,False,1638
Negative,Frustration,0.8,Technical Support,True,1639
Positive,Satisfaction,0.3,Service Information,False,1640
Neutral,Neutral,0.5,Billing,False,1641
Positive,Satisfaction,0.3,Service Information,False,1642
Neutral,Confusion,0.5,Service Information,False,1643
Positive,Satisfaction,0.2,Service Information,False,1644
Positive,Gratitude,0.1,Complaint,False,1645
Positive,Satisfaction,0.3,Service Information,False,1646
Neutral,Neutral,0.5,Billing,False,1647
Neutral,Confusion,0.6,Service Information,False,1648
Neutral,Confusion,0.6,Technical Support,False,1649
Neutral,Neutral,0.5,Billing,False,1650
Positive,Gratitude,0.6,Service Information,False,1651
Positive,Satisfaction,0.2,Service Information,False,1652
Positive,Satisfaction,0.3,Service Information,False,1653
Negative,Frustration,0.8,Complaint,True,1654
Positive,Satisfaction,0.5,Service Information,False,1655
Positive,Neutral,0.5,Service Information,False,1656
Neutral,Neutral,0.5,Service Information,False,1657
Negative,Frustration,0.8,Technical Support,True,1658
Neutral,Confusion,0.5,Technical Support,False,1659
Neutral,Confusion,0.8,Complaint,True,1660
Neutral,Neutral,0.5,Service Information,False,1661
Neutral,Confusion,0.5,Service Information,False,1662
Positive,Neutral,0.5,Service Information,False,1663
Neutral,Confusion,0.7,Technical Support,True,1664
Positive,Gratitude,0.0,Service Information,False,1665
Negative,Confusion,0.6,Technical Support,False,1666
Negative,Frustration,0.7,Complaint,True,1667
Neutral,Confusion,0.6,Service Information,False,1668
Neutral,Confusion,0.6,Billing,False,1669
Neutral,Confusion,0.6,Technical Support,False,1670
Neutral,Confusion,0.7,Technical Support,False,1671
Positive,Gratitude,0.7,Service Information,False,1672
Positive,Satisfaction,0.7,Service Information,False,1673
Negative,Frustration,0.8,Complaint,True,1674
Positive,Satisfaction,0.0,Service Information,False,1675
Negative,Anger,0.9,Complaint,True,1676
Neutral,Confusion,0.7,Technical Support,False,1677
Neutral,Confusion,0.6,Technical Support,False,1678
Negative,Frustration,0.8,Complaint,True,1679
Negative,Anger,0.8,Complaint,True,1680
Neutral,Satisfaction,0.3,Service Information,False,1681
Neutral,Neutral,0.5,Service Information,False,1682
Negative,Frustration,1.0,Complaint,True,1683
Neutral,Neutral,0.7,Service Information,False,1684
Negative,Frustration,0.9,Billing,True,1685
Positive,Satisfaction,0.5,Service Information,False,1686
Neutral,Satisfaction,0.3,Service Information,False,1687
Positive,Neutral,0.7,Billing,False,1688
Neutral,Confusion,0.7,Service Information,False,1689
Positive,Satisfaction,0.6,Service Information,False,1690
Neutral,Confusion,0.7,Billing,False,1691
Neutral,Confusion,0.7,Technical Support,False,1692
Positive,Satisfaction,0.5,Service Information,False,1693
Neutral,Confusion,0.7,Technical Support,False,1694
Neutral,Confusion,0.6,Technical Support,False,1695
Neutral,Neutral,0.5,Technical Support,False,1696
Neutral,Confusion,0.7,Service Information,False,1697
Negative,Frustration,0.7,Complaint,True,1698
Neutral,Neutral,0.5,Billing,False,1699
Neutral,Confusion,0.7,Service Information,False,1700
Positive,Satisfaction,0.7,Complaint,False,1701
Positive,Gratitude,0.7,Service Information,False,1702
Neutral,Confusion,0.6,Technical Support,False,1703
Positive,Satisfaction,0.5,Service Information,False,1704
Negative,Frustration,0.9,Complaint,True,1705
Positive,Satisfaction,0.3,Service Information,False,1706
Neutral,Confusion,0.6,Technical Support,False,1707
Neutral,Confusion,0.7,Technical Support,False,1708
Positive,Satisfaction,0.3,Service Information,False,1709
Positive,Neutral,0.3,Service Information,False,1710
Positive,Satisfaction,1.0,Service Information,False,1711
Positive,Satisfaction,0.5,Service Information,False,1712
Neutral,Confusion,0.6,Technical Support,False,1713
Negative,Confusion,0.3,Complaint,False,1714
Neutral,Confusion,0.5,Service Information,False,1715
Negative,Frustration,0.8,Complaint,True,1716
Negative,Frustration,0.7,Complaint,True,1717
Neutral,Neutral,0.3,Service Information,False,1718
Neutral,Confusion,0.7,Service Information,True,1719
Neutral,Confusion,0.7,Service Information,False,1720
Negative,Frustration,0.7,Complaint,True,1721
Positive,Satisfaction,0.5,Service Information,False,1722
Positive,Satisfaction,0.5,Service Information,False,1723
Negative,Frustration,0.7,Complaint,True,1724
Positive,Satisfaction,0.3,Service Information,False,1725
Neutral,Frustration,0.6,Service Information,False,1726
Neutral,Confusion,0.6,Service Information,False,1727
Positive,Gratitude,0.0,Service Information,False,1728
Neutral,Neutral,0.3,Service Information,False,1729
Neutral,Confusion,0.6,Technical Support,False,1730
Positive,Neutral,0.5,Service Information,False,1731
Neutral,Confusion,0.6,Billing,False,1732
Neutral,Confusion,0.7,Service Information,False,1733
Negative,Frustration,0.8,Complaint,True,1734
Negative,Confusion,0.8,Billing,False,1735
Negative,Anger,1.0,Complaint,True,1736
Negative,Frustration,0.7,Complaint,True,1737
Positive,Gratitude,0.3,Service Information,False,1738
Neutral,Confusion,0.5,Billing,False,1739
Positive,Satisfaction,0.3,Service Information,False,1740
Neutral,Confusion,0.5,Service Information,False,1741
Neutral,Frustration,0.7,Service Information,False,1742
Neutral,Confusion,0.6,Service Information,False,1743
Negative,Frustration,0.8,Complaint,True,1744
Positive,Satisfaction,0.3,Service Information,False,1745
Positive,Satisfaction,0.5,Service Information,False,1746
Neutral,Neutral,0.5,Service Information,False,1747
Negative,Frustration,0.8,Service Information,False,1748
Negative,Frustration,0.8,Complaint,True,1749
Neutral,Confusion,0.6,Technical Support,False,1750
Neutral,Confusion,0.7,Service Information,True,1751
Neutral,Confusion,0.7,Service Information,False,1752
Neutral,Confusion,0.6,Technical Support,False,1753
Neutral,Confusion,0.7,Technical Support,False,1754
Neutral,Confusion,0.7,Technical Support,False,1755
Neutral,Confusion,0.6,Technical Support,False,1756
Neutral,Confusion,0.7,Service Information,False,1757
Neutral,Neutral,0.2,Service Information,False,1758
Negative,Frustration,0.7,Service Information,False,1759
Neutral,Neutral,0.5,Billing,False,1760
Positive,Satisfaction,0.5,Service Information,False,1761
Neutral,Confusion,0.7,Service Information,False,1762
Neutral,Confusion,0.6,Technical Support,False,1763
Negative,Frustration,0.8,Technical Support,True,1764
Neutral,Confusion,0.7,Billing,False,1765
Positive,Gratitude,0.2,Service Information,False,1766
Neutral,Neutral,0.5,Technical Support,False,1767
Positive,Gratitude,0.0,Service Information,False,1768
Positive,Gratitude,0.3,Service Information,False,1769
Neutral,Neutral,0.5,Billing,False,1770
Neutral,Neutral,0.5,Technical Support,False,1771
Positive,Gratitude,0.0,Service Information,False,1772
Neutral,Confusion,0.5,Service Information,False,1773
Neutral,Neutral,0.6,Service Information,False,1774
